,age,gender,size,City,target_hour
699,Young,Female,Medium,StLouis,452.0
700,Young,Female,Medium,StLouis,385.0
701,Adult,Male,Small,StLouis,44.0
702,Young,Male,Small,StLouis,935.0
703,Baby,Male,Small,StLouis,42.0
704,Baby,Female,Small,StLouis,755.0
705,Adult,Female,Small,StLouis,596.0
706,Adult,Female,Large,StLouis,1158.0
707,Young,Male,Small,StLouis,772.0
708,Baby,Male,Medium,StLouis,88.0
709,Senior,Female,Small,StLouis,532.0
710,Adult,Female,Small,StLouis,121.0
711,Adult,Male,Small,StLouis,454.0
712,Young,Female,Small,StLouis,758.0
713,Young,Female,Small,StLouis,460.0
714,Young,Male,Medium,StLouis,162.0
715,Young,Male,Small,StLouis,142.0
716,Adult,Female,Large,StLouis,363.0
717,Adult,Male,Large,StLouis,613.0
718,Adult,Female,Medium,StLouis,496.0
719,Baby,Male,Small,StLouis,105.0
720,Baby,Male,Large,StLouis,105.0
721,Adult,Male,Extra Large,StLouis,259.0
722,Baby,Female,Medium,StLouis,31.0
723,Baby,Female,Medium,StLouis,31.0
724,Adult,Female,Small,StLouis,0.0
725,Young,Male,Large,StLouis,209.0
726,Baby,Male,Medium,StLouis,0.0
727,Young,Male,Large,StLouis,0.0
728,Baby,Female,Small,StLouis,202.0
729,Baby,Male,Medium,StLouis,202.0
730,Adult,Female,Large,StLouis,0.0
731,Adult,Male,Small,StLouis,142.0
732,Baby,Female,Medium,StLouis,70.0
733,Young,Male,Small,StLouis,598.0
734,Adult,Male,Large,StLouis,271.0
735,Baby,Male,Medium,StLouis,525.0
736,Baby,Male,Medium,StLouis,501.0
737,Baby,Male,Medium,StLouis,310.0
738,Baby,Male,Medium,StLouis,284.0
739,Baby,Female,Medium,StLouis,501.0
740,Baby,Female,Medium,StLouis,394.0
741,Baby,Female,Medium,StLouis,347.0
742,Baby,Male,Extra Large,StLouis,228.0
743,Young,Female,Large,StLouis,137.0
744,Young,Female,Medium,StLouis,460.0
745,Adult,Female,Medium,StLouis,696.0
746,Young,Male,Medium,StLouis,455.0
747,Young,Male,Medium,StLouis,247.0
748,Adult,Female,Small,StLouis,197.0
749,Adult,Male,Small,StLouis,70.0
750,Young,Male,Medium,StLouis,358.0
751,Baby,Female,Medium,StLouis,661.0
752,Adult,Female,Medium,StLouis,834.0
753,Baby,Male,Small,StLouis,0.0
754,Young,Female,Medium,StLouis,595.0
755,Baby,Male,Large,StLouis,7.0
756,Baby,Male,Medium,StLouis,655.0
757,Adult,Female,Small,StLouis,595.0
758,Adult,Female,Medium,StLouis,0.0
759,Baby,Female,Medium,StLouis,0.0
760,Adult,Male,Large,StLouis,0.0
761,Young,Female,Medium,StLouis,0.0
762,Baby,Female,Medium,StLouis,0.0
763,Young,Female,Medium,StLouis,0.0
764,Young,Male,Medium,StLouis,0.0
765,Young,Female,Medium,StLouis,0.0
766,Adult,Female,Medium,StLouis,0.0
767,Baby,Female,Medium,StLouis,0.0
768,Baby,Female,Large,StLouis,0.0
769,Baby,Male,Medium,StLouis,0.0
770,Adult,Female,Large,StLouis,0.0
771,Baby,Female,Large,StLouis,0.0
772,Young,Female,Large,StLouis,0.0
773,Baby,Female,Small,StLouis,0.0
774,Baby,Male,Medium,StLouis,0.0
775,Adult,Female,Medium,StLouis,0.0
776,Young,Female,Medium,StLouis,0.0
777,Baby,Female,Medium,StLouis,0.0
778,Young,Male,Small,StLouis,0.0
779,Young,Male,Medium,StLouis,0.0
780,Baby,Female,Large,StLouis,0.0
781,Young,Male,Medium,StLouis,0.0
782,Adult,Female,Small,StLouis,0.0
783,Baby,Female,Medium,StLouis,95.0
784,Adult,Female,Small,StLouis,0.0
785,Senior,Male,Small,StLouis,146.0
786,Baby,Female,Medium,StLouis,989.0
787,Adult,Female,Large,StLouis,451.0
788,Adult,Female,Medium,StLouis,444.0
789,Baby,Male,Small,StLouis,47.0
790,Adult,Male,Medium,StLouis,564.0
791,Young,Female,Large,StLouis,1342.0
792,Young,Male,Medium,StLouis,266.0
793,Adult,Female,Large,StLouis,497.0
794,Young,Male,Large,StLouis,366.0
795,Adult,Male,Extra Large,StLouis,0.0
796,Baby,Female,Large,StLouis,337.0
797,Adult,Female,Small,StLouis,166.0
798,Young,Male,Small,StLouis,167.0
799,Young,Male,Small,StLouis,167.0
800,Baby,Male,Medium,StLouis,27.0
801,Adult,Female,Large,StLouis,407.0
802,Young,Male,Medium,StLouis,323.0
803,Young,Female,Small,StLouis,227.0
804,Young,Male,Large,StLouis,682.0
805,Baby,Male,Medium,StLouis,113.0
806,Baby,Male,Medium,StLouis,213.0
807,Baby,Male,Medium,StLouis,69.0
808,Baby,Male,Medium,StLouis,113.0
809,Baby,Female,Medium,StLouis,48.0
810,Baby,Female,Medium,StLouis,48.0
811,Baby,Female,Medium,StLouis,188.0
812,Baby,Female,Medium,StLouis,808.0
813,Baby,Male,Medium,StLouis,212.0
814,Baby,Male,Medium,StLouis,433.0
815,Adult,Male,Small,StLouis,72.0
816,Young,Female,Medium,StLouis,0.0
817,Young,Male,Medium,StLouis,0.0
818,Young,Female,Medium,StLouis,0.0
819,Young,Female,Medium,StLouis,0.0
820,Young,Male,Medium,StLouis,0.0
821,Young,Male,Medium,StLouis,0.0
822,Baby,Female,Small,StLouis,0.0
823,Young,Male,Medium,StLouis,0.0
824,Young,Male,Large,StLouis,0.0
825,Young,Male,Medium,StLouis,0.0
826,Young,Male,Medium,StLouis,0.0
827,Young,Female,Medium,StLouis,0.0
828,Young,Female,Medium,StLouis,0.0
829,Young,Female,Small,StLouis,53.0
830,Adult,Female,Medium,StLouis,702.0
831,Adult,Male,Large,StLouis,335.0
832,Adult,Male,Small,StLouis,125.0
833,Adult,Male,Large,StLouis,769.0
834,Young,Male,Large,StLouis,0.0
835,Young,Female,Medium,StLouis,0.0
836,Baby,Male,Medium,StLouis,50.0
837,Young,Male,Medium,StLouis,0.0
838,Young,Female,Medium,StLouis,0.0
839,Young,Female,Small,StLouis,0.0
840,Adult,Female,Medium,StLouis,1195.0
841,Baby,Male,Medium,StLouis,719.0
842,Young,Female,Medium,StLouis,0.0
843,Young,Female,Medium,StLouis,0.0
844,Young,Female,Medium,StLouis,0.0
845,Young,Male,Medium,StLouis,0.0
846,Young,Male,Medium,StLouis,0.0
847,Young,Male,Medium,StLouis,0.0
848,Baby,Female,Large,StLouis,73.0
849,Baby,Female,Large,StLouis,580.0
850,Baby,Female,Large,StLouis,477.0
851,Baby,Female,Large,StLouis,315.0
852,Baby,Male,Large,StLouis,510.0
853,Baby,Male,Small,StLouis,26.0
854,Baby,Male,Small,StLouis,26.0
855,Baby,Male,Small,StLouis,26.0
856,Baby,Male,Small,StLouis,28.0
857,Baby,Male,Small,StLouis,26.0
858,Young,Female,Medium,StLouis,544.0
859,Young,Male,Large,StLouis,545.0
860,Senior,Female,Small,StLouis,1451.0
861,Baby,Female,Small,StLouis,210.0
862,Senior,Male,Small,StLouis,695.0
863,Young,Male,Medium,StLouis,166.0
864,Adult,Female,Small,StLouis,353.0
865,Adult,Male,Small,StLouis,177.0
866,Adult,Female,Medium,StLouis,236.0
867,Baby,Female,Medium,StLouis,40.0
868,Adult,Male,Small,StLouis,261.0
869,Young,Female,Small,StLouis,1003.0
870,Adult,Male,Large,StLouis,881.0
871,Adult,Male,Medium,StLouis,0.0
872,Adult,Female,Medium,StLouis,0.0
873,Adult,Male,Large,StLouis,0.0
874,Adult,Male,Large,StLouis,0.0
875,Baby,Male,Large,StLouis,0.0
876,Young,Male,Medium,StLouis,0.0
877,Adult,Female,Small,StLouis,0.0
878,Adult,Male,Large,StLouis,0.0
879,Adult,Male,Small,StLouis,0.0
880,Baby,Male,Large,StLouis,0.0
881,Adult,Male,Small,StLouis,0.0
882,Baby,Female,Large,StLouis,0.0
883,Adult,Female,Large,StLouis,0.0
884,Baby,Male,Large,StLouis,0.0
885,Baby,Female,Medium,StLouis,137.0
886,Adult,Female,Medium,StLouis,258.0
887,Baby,Male,Small,StLouis,1040.0
888,Baby,Male,Small,StLouis,1040.0
889,Baby,Female,Medium,StLouis,0.0
890,Baby,Female,Small,StLouis,316.0
891,Adult,Female,Large,StLouis,139.0
892,Senior,Male,Large,StLouis,623.0
893,Young,Female,Medium,StLouis,0.0
894,Baby,Male,Large,StLouis,45.0
895,Baby,Male,Medium,StLouis,139.0
896,Baby,Male,Medium,StLouis,286.0
897,Baby,Female,Medium,StLouis,140.0
898,Young,Male,Medium,StLouis,722.0
899,Baby,Female,Large,StLouis,380.0
900,Baby,Male,Small,StLouis,1049.0
901,Baby,Male,Large,StLouis,437.0
902,Young,Male,Large,StLouis,437.0
903,Baby,Male,Medium,StLouis,197.0
904,Adult,Female,Medium,StLouis,70.0
905,Adult,Male,Medium,StLouis,825.0
906,Young,Female,Large,StLouis,0.0
907,Adult,Male,Medium,StLouis,627.0
908,Adult,Male,Large,StLouis,656.0
909,Adult,Female,Medium,StLouis,491.0
910,Young,Female,Medium,StLouis,0.0
911,Baby,Male,Medium,StLouis,0.0
912,Baby,Female,Medium,StLouis,0.0
913,Baby,Female,Medium,StLouis,286.0
914,Baby,Female,Medium,StLouis,286.0
915,Senior,Male,Small,StLouis,502.0
916,Baby,Male,Large,StLouis,407.0
917,Baby,Female,Large,StLouis,432.0
918,Baby,Male,Large,StLouis,481.0
919,Baby,Male,Large,StLouis,288.0
920,Baby,Male,Large,StLouis,288.0
921,Adult,Female,Medium,StLouis,0.0
922,Young,Female,Medium,StLouis,91.0
923,Adult,Male,Large,StLouis,148.0
924,Adult,Female,Medium,StLouis,1073.0
925,Adult,Male,Small,StLouis,217.0
926,Adult,Female,Large,StLouis,0.0
927,Adult,Female,Medium,StLouis,842.0
928,Adult,Female,Small,StLouis,147.0
929,Adult,Male,Medium,StLouis,694.0
930,Baby,Male,Medium,StLouis,0.0
931,Young,Female,Medium,StLouis,0.0
932,Young,Female,Medium,StLouis,858.0
933,Adult,Male,Medium,StLouis,0.0
934,Baby,Male,Medium,StLouis,167.0
935,Baby,Male,Small,StLouis,738.0
936,Young,Male,Medium,StLouis,0.0
937,Baby,Male,Medium,StLouis,83.0
938,Young,Male,Small,StLouis,191.0
939,Baby,Female,Medium,StLouis,192.0
940,Adult,Male,Small,StLouis,0.0
941,Adult,Female,Medium,StLouis,1079.0
942,Young,Female,Medium,StLouis,349.0
943,Adult,Female,Small,StLouis,96.0
944,Adult,Female,Small,StLouis,169.0
945,Adult,Male,Small,StLouis,96.0
946,Young,Male,Large,StLouis,124.0
947,Baby,Female,Medium,StLouis,91.0
948,Baby,Male,Medium,StLouis,455.0
949,Baby,Female,Medium,StLouis,610.0
950,Baby,Female,Medium,StLouis,455.0
951,Adult,Male,Small,StLouis,268.0
952,Baby,Male,Medium,StLouis,91.0
953,Young,Male,Large,StLouis,91.0
954,Adult,Male,Large,StLouis,485.0
955,Adult,Female,Large,StLouis,121.0
956,Adult,Male,Medium,StLouis,72.0
957,Young,Male,Medium,StLouis,1241.0
958,Young,Female,Medium,StLouis,0.0
959,Young,Female,Large,StLouis,373.0
960,Adult,Male,Medium,StLouis,982.0
961,Adult,Female,Small,StLouis,844.0
962,Baby,Male,Small,StLouis,208.0
963,Baby,Male,Small,StLouis,20.0
964,Young,Female,Medium,StLouis,0.0
965,Adult,Female,Large,StLouis,51.0
966,Adult,Male,Medium,StLouis,216.0
967,Adult,Male,Medium,StLouis,1058.0
968,Adult,Female,Medium,StLouis,1174.0
969,Adult,Female,Medium,StLouis,1609.0
970,Adult,Male,Medium,StLouis,1054.0
971,Baby,Male,Medium,StLouis,40.0
972,Young,Female,Medium,StLouis,242.0
973,Adult,Female,Small,StLouis,430.0
974,Adult,Male,Small,StLouis,0.0
975,Baby,Female,Small,StLouis,24.0
976,Senior,Male,Small,StLouis,363.0
977,Adult,Male,Medium,StLouis,1026.0
978,Adult,Female,Medium,StLouis,1296.0
979,Baby,Female,Medium,StLouis,46.0
980,Baby,Female,Medium,StLouis,548.0
981,Baby,Male,Medium,StLouis,232.0
982,Baby,Female,Medium,StLouis,44.0
983,Senior,Female,Large,StLouis,173.0
984,Adult,Male,Large,StLouis,119.0
985,Baby,Male,Small,StLouis,0.0
986,Baby,Female,Large,StLouis,0.0
987,Adult,Male,Large,StLouis,0.0
988,Baby,Male,Large,StLouis,0.0
989,Adult,Female,Medium,StLouis,0.0
990,Baby,Male,Large,StLouis,0.0
991,Adult,Male,Small,StLouis,0.0
992,Adult,Female,Small,StLouis,0.0
993,Baby,Female,Medium,StLouis,0.0
994,Adult,Male,Large,StLouis,0.0
995,Adult,Male,Small,StLouis,0.0
996,Adult,Female,Large,StLouis,0.0
997,Adult,Female,Small,StLouis,0.0
998,Baby,Female,Medium,StLouis,0.0
999,Baby,Male,Large,StLouis,0.0
1000,Baby,Male,Large,StLouis,0.0
1001,Baby,Male,Medium,StLouis,1123.0
1002,Adult,Female,Small,StLouis,0.0
1003,Adult,Female,Medium,StLouis,0.0
1004,Adult,Female,Small,StLouis,0.0
1005,Adult,Male,Medium,StLouis,0.0
1006,Baby,Male,Large,StLouis,0.0
1007,Adult,Female,Small,StLouis,0.0
1008,Adult,Female,Medium,StLouis,0.0
1009,Adult,Male,Large,StLouis,0.0
1010,Adult,Male,Small,StLouis,0.0
1011,Baby,Male,Large,StLouis,0.0
1012,Baby,Female,Large,StLouis,0.0
1013,Adult,Female,Small,StLouis,0.0
1014,Adult,Male,Medium,StLouis,0.0
1015,Baby,Male,Large,StLouis,0.0
1016,Baby,Male,Medium,StLouis,0.0
1017,Baby,Female,Small,StLouis,0.0
1018,Adult,Female,Small,StLouis,0.0
1019,Baby,Male,Medium,StLouis,0.0
1020,Baby,Female,Medium,StLouis,0.0
1021,Adult,Male,Medium,StLouis,0.0
1022,Adult,Male,Medium,StLouis,0.0
1023,Baby,Female,Medium,StLouis,0.0
1024,Adult,Male,Large,StLouis,0.0
1025,Adult,Male,Medium,StLouis,0.0
1026,Baby,Female,Small,StLouis,0.0
1027,Adult,Male,Medium,StLouis,0.0
1028,Baby,Female,Medium,StLouis,0.0
1029,Adult,Male,Large,StLouis,261.0
1030,Baby,Male,Large,StLouis,0.0
1031,Adult,Male,Medium,StLouis,0.0
1032,Baby,Male,Small,StLouis,0.0
1033,Adult,Female,Medium,StLouis,743.0
1034,Adult,Female,Medium,StLouis,408.0
1035,Adult,Male,Large,StLouis,1172.0
1036,Baby,Female,Small,StLouis,93.0
1037,Young,Female,Medium,StLouis,120.0
1038,Adult,Male,Large,StLouis,1487.0
1039,Adult,Female,Small,StLouis,99.0
1040,Adult,Female,Medium,StLouis,1605.0
1041,Baby,Male,Large,StLouis,120.0
1042,Adult,Male,Small,StLouis,120.0
1043,Adult,Male,Medium,StLouis,95.0
1044,Adult,Female,Medium,StLouis,598.0
1045,Baby,Male,Medium,StLouis,1234.0
1046,Adult,Male,Large,StLouis,1126.0
1047,Adult,Male,Medium,StLouis,533.0
1048,Adult,Male,Small,StLouis,268.0
1049,Baby,Female,Medium,StLouis,721.0
1050,Baby,Female,Medium,StLouis,49.0
1051,Baby,Female,Medium,StLouis,237.0
1052,Baby,Male,Medium,StLouis,556.0
1053,Adult,Female,Small,StLouis,95.0
1054,Adult,Male,Small,StLouis,53.0
1055,Adult,Female,Medium,StLouis,1634.0
1056,Adult,Male,Medium,StLouis,600.0
1057,Adult,Female,Medium,StLouis,381.0
1058,Baby,Male,Small,StLouis,1186.0
1059,Baby,Male,Small,StLouis,1188.0
1060,Young,Female,Small,StLouis,665.0
1061,Adult,Male,Large,StLouis,1314.0
1062,Adult,Female,Medium,StLouis,299.0
1063,Adult,Female,Medium,StLouis,685.0
1064,Senior,Male,Medium,StLouis,257.0
1065,Adult,Male,Large,StLouis,1218.0
1066,Adult,Female,Small,StLouis,71.0
1067,Adult,Female,Small,StLouis,909.0
1068,Baby,Female,Medium,StLouis,1368.0
1069,Adult,Female,Small,StLouis,631.0
1070,Baby,Male,Medium,StLouis,0.0
1071,Adult,Female,Small,StLouis,80.0
1072,Baby,Male,Small,StLouis,8.0
1073,Baby,Male,Medium,StLouis,0.0
1074,Young,Male,Large,StLouis,0.0
1075,Young,Female,Small,StLouis,310.0
1076,Young,Female,Medium,StLouis,0.0
1077,Baby,Female,Medium,StLouis,210.0
1078,Baby,Female,Medium,StLouis,553.0
1079,Baby,Male,Small,StLouis,49.0
1080,Young,Female,Medium,StLouis,594.0
1081,Senior,Male,Large,StLouis,719.0
1082,Adult,Male,Medium,StLouis,0.0
1083,Baby,Female,Large,StLouis,483.0
1084,Baby,Male,Large,StLouis,483.0
1085,Baby,Female,Large,StLouis,149.0
1086,Baby,Female,Large,StLouis,69.0
1087,Baby,Female,Large,StLouis,75.0
1088,Baby,Female,Large,StLouis,74.0
1089,Baby,Male,Large,StLouis,169.0
1090,Baby,Male,Large,StLouis,48.0
1091,Adult,Male,Small,StLouis,317.0
1092,Young,Male,Small,StLouis,486.0
1093,Baby,Male,Large,StLouis,0.0
1094,Baby,Male,Small,StLouis,0.0
1095,Young,Female,Large,StLouis,0.0
1096,Adult,Male,Large,StLouis,0.0
1097,Baby,Female,Large,StLouis,245.0
1098,Baby,Male,Large,StLouis,97.0
1099,Baby,Female,Large,StLouis,245.0
1100,Baby,Female,Large,StLouis,268.0
1101,Baby,Female,Large,StLouis,50.0
1102,Young,Female,Small,StLouis,262.0
1103,Young,Female,Large,StLouis,0.0
1104,Adult,Male,Small,StLouis,0.0
1105,Baby,Male,Small,StLouis,0.0
1106,Baby,Female,Small,StLouis,0.0
1107,Baby,Male,Small,StLouis,0.0
1108,Young,Female,Medium,StLouis,0.0
1109,Adult,Male,Medium,StLouis,0.0
1110,Baby,Male,Medium,StLouis,0.0
1111,Baby,Male,Medium,StLouis,0.0
1112,Baby,Female,Small,StLouis,0.0
1113,Baby,Male,Small,StLouis,0.0
1114,Adult,Male,Small,StLouis,0.0
1115,Baby,Male,Large,StLouis,0.0
1116,Young,Male,Large,StLouis,92.0
1117,Young,Female,Large,StLouis,477.0
1118,Adult,Male,Medium,StLouis,627.0
1119,Adult,Male,Medium,StLouis,1633.0
1120,Adult,Male,Medium,StLouis,189.0
1121,Baby,Male,Large,StLouis,55.0
1122,Adult,Female,Large,StLouis,171.0
1123,Young,Female,Medium,StLouis,556.0
1124,Baby,Male,Medium,StLouis,0.0
1125,Young,Female,Medium,StLouis,1549.0
1126,Senior,Male,Small,StLouis,1258.0
1127,Young,Female,Medium,StLouis,88.0
1128,Baby,Male,Medium,StLouis,120.0
1129,Adult,Female,Small,StLouis,89.0
1130,Adult,Male,Large,StLouis,183.0
1131,Adult,Male,Medium,StLouis,588.0
1132,Adult,Male,Small,StLouis,146.0
1133,Young,Male,Large,StLouis,0.0
1134,Baby,Female,Medium,StLouis,0.0
1135,Young,Male,Medium,StLouis,473.0
1136,Adult,Female,Small,StLouis,1283.0
1137,Baby,Male,Small,StLouis,1283.0
1138,Young,Female,Medium,StLouis,69.0
1139,Young,Female,Small,StLouis,1705.0
1140,Baby,Female,Medium,StLouis,0.0
1141,Baby,Male,Medium,StLouis,0.0
1142,Baby,Male,Medium,StLouis,0.0
1143,Adult,Female,Medium,StLouis,0.0
1144,Baby,Female,Small,StLouis,79.0
1145,Baby,Male,Small,StLouis,4.0
1146,Baby,Female,Small,StLouis,4.0
1147,Baby,Female,Small,StLouis,4.0
1148,Young,Female,Small,StLouis,360.0
1149,Baby,Male,Medium,StLouis,0.0
1150,Baby,Female,Small,StLouis,0.0
1151,Baby,Male,Large,StLouis,0.0
1152,Baby,Female,Medium,StLouis,0.0
1153,Baby,Female,Medium,StLouis,0.0
1154,Baby,Male,Small,StLouis,336.0
1155,Baby,Male,Small,StLouis,93.0
1156,Adult,Male,Small,StLouis,40.0
1157,Adult,Male,Medium,StLouis,714.0
1158,Young,Male,Small,StLouis,1492.0
1159,Young,Female,Medium,StLouis,0.0
1160,Adult,Female,Large,StLouis,148.0
1161,Adult,Female,Large,StLouis,0.0
1162,Young,Female,Medium,StLouis,0.0
1163,Baby,Female,Medium,StLouis,0.0
1164,Baby,Male,Medium,StLouis,49.0
1165,Young,Female,Medium,StLouis,0.0
1166,Young,Female,Medium,StLouis,1758.0
1167,Adult,Female,Medium,StLouis,841.0
1168,Young,Female,Small,StLouis,0.0
1169,Young,Female,Small,StLouis,0.0
1170,Young,Female,Small,StLouis,610.0
1171,Baby,Male,Small,StLouis,286.0
1172,Baby,Male,Small,StLouis,286.0
1173,Baby,Male,Small,StLouis,610.0
1174,Adult,Female,Large,StLouis,157.0
1175,Young,Female,Small,StLouis,0.0
1176,Young,Female,Medium,StLouis,0.0
1177,Young,Male,Medium,StLouis,500.0
1178,Young,Male,Large,StLouis,1758.0
1179,Young,Male,Small,StLouis,795.0
1180,Baby,Male,Large,StLouis,695.0
1181,Young,Male,Medium,StLouis,0.0
1182,Adult,Male,Small,StLouis,56.0
1183,Young,Female,Small,StLouis,54.0
1184,Baby,Male,Medium,StLouis,84.0
1185,Young,Male,Large,StLouis,1033.0
1186,Baby,Male,Medium,StLouis,190.0
1187,Adult,Male,Small,StLouis,188.0
1188,Young,Female,Medium,StLouis,762.0
1189,Young,Female,Medium,StLouis,0.0
1190,Young,Female,Small,StLouis,763.0
1191,Baby,Female,Large,StLouis,240.0
1192,Baby,Male,Large,StLouis,47.0
1193,Baby,Female,Large,StLouis,47.0
1194,Baby,Male,Large,StLouis,47.0
1195,Baby,Female,Large,StLouis,47.0
1196,Baby,Male,Large,StLouis,46.0
1197,Adult,Female,Large,StLouis,0.0
1198,Adult,Male,Small,StLouis,46.0
1199,Adult,Female,Small,StLouis,406.0
1200,Adult,Female,Small,StLouis,24.0
1201,Adult,Female,Small,StLouis,744.0
1202,Senior,Female,Small,StLouis,752.0
1203,Young,Female,Large,StLouis,493.0
1204,Baby,Female,Small,StLouis,461.0
1205,Young,Female,Medium,StLouis,1539.0
1206,Young,Female,Medium,StLouis,0.0
1207,Young,Male,Medium,StLouis,0.0
1208,Young,Female,Medium,StLouis,0.0
1209,Young,Male,Medium,StLouis,0.0
1210,Young,Male,Medium,StLouis,0.0
1211,Young,Male,Medium,StLouis,0.0
1212,Young,Male,Medium,StLouis,0.0
1213,Baby,Male,Large,StLouis,0.0
1214,Young,Male,Medium,StLouis,0.0
1215,Young,Male,Medium,StLouis,0.0
1216,Adult,Female,Medium,StLouis,198.0
1217,Adult,Male,Large,StLouis,432.0
1218,Adult,Male,Large,StLouis,739.0
1219,Adult,Male,Large,StLouis,739.0
1220,Baby,Male,Small,StLouis,0.0
1221,Young,Male,Medium,StLouis,600.0
1222,Young,Female,Small,StLouis,92.0
1223,Baby,Male,Small,StLouis,259.0
1224,Baby,Female,Small,StLouis,92.0
1225,Baby,Male,Small,StLouis,259.0
1226,Adult,Female,Large,StLouis,286.0
1227,Baby,Male,Medium,StLouis,347.0
1228,Baby,Female,Medium,StLouis,94.0
1229,Baby,Female,Medium,StLouis,94.0
1230,Baby,Female,Medium,StLouis,94.0
1231,Baby,Male,Medium,StLouis,315.0
1232,Baby,Female,Medium,StLouis,261.0
1233,Baby,Female,Medium,StLouis,261.0
1234,Baby,Male,Medium,StLouis,264.0
1235,Baby,Female,Medium,StLouis,261.0
1236,Baby,Male,Medium,StLouis,449.0
1237,Baby,Female,Small,StLouis,46.0
1238,Baby,Male,Small,StLouis,236.0
1239,Young,Female,Medium,StLouis,0.0
1240,Adult,Female,Small,StLouis,0.0
1241,Baby,Female,Medium,StLouis,125.0
1242,Baby,Female,Medium,StLouis,120.0
1243,Adult,Male,Small,StLouis,0.0
1244,Adult,Female,Medium,StLouis,0.0
1245,Baby,Female,Small,StLouis,0.0
1246,Young,Female,Large,StLouis,0.0
1247,Baby,Female,Small,StLouis,0.0
1248,Baby,Male,Large,StLouis,0.0
1249,Adult,Female,Medium,StLouis,0.0
1250,Baby,Male,Medium,StLouis,70.0
1251,Baby,Male,Medium,StLouis,142.0
1252,Baby,Female,Medium,StLouis,141.0
1253,Senior,Female,Small,StLouis,488.0
1254,Adult,Female,Large,StLouis,863.0
1255,Baby,Male,Large,StLouis,191.0
1256,Baby,Male,Large,StLouis,191.0
1257,Baby,Male,Large,StLouis,121.0
1258,Baby,Male,Large,StLouis,121.0
1259,Baby,Female,Large,StLouis,264.0
1260,Baby,Female,Large,StLouis,291.0
1261,Adult,Male,Medium,StLouis,686.0
1262,Adult,Female,Small,StLouis,185.0
1263,Adult,Female,Small,StLouis,455.0
1264,Baby,Female,Medium,StLouis,185.0
1265,Young,Male,Small,StLouis,185.0
1266,Young,Female,Large,StLouis,185.0
1267,Baby,Male,Medium,StLouis,0.0
1268,Adult,Male,Large,StLouis,17.0
1269,Adult,Female,Small,StLouis,44.0
1270,Adult,Male,Large,StLouis,1150.0
1271,Adult,Male,Large,StLouis,1367.0
1272,Adult,Male,Medium,StLouis,1822.0
1273,Adult,Male,Medium,StLouis,1320.0
1274,Baby,Male,Small,StLouis,138.0
1275,Baby,Male,Large,StLouis,117.0
1276,Senior,Female,Small,StLouis,651.0
1277,Adult,Male,Large,StLouis,622.0
1278,Adult,Male,Large,StLouis,651.0
1279,Adult,Male,Large,StLouis,559.0
1280,Adult,Male,Medium,StLouis,406.0
1281,Adult,Female,Medium,StLouis,986.0
1282,Baby,Male,Large,StLouis,0.0
1283,Adult,Male,Medium,StLouis,656.0
1284,Young,Female,Small,StLouis,150.0
1285,Baby,Female,Medium,StLouis,263.0
1286,Baby,Male,Medium,StLouis,263.0
1287,Baby,Female,Small,StLouis,5.0
1288,Baby,Male,Medium,StLouis,0.0
1289,Adult,Female,Small,StLouis,148.0
1290,Young,Male,Small,StLouis,0.0
1291,Adult,Female,Large,StLouis,321.0
1292,Adult,Male,Large,StLouis,208.0
1293,Adult,Male,Large,StLouis,739.0
1294,Baby,Male,Medium,StLouis,165.0
1295,Adult,Female,Large,StLouis,399.0
1296,Baby,Female,Medium,StLouis,0.0
1297,Adult,Female,Medium,StLouis,1736.0
1298,Baby,Male,Medium,StLouis,0.0
1299,Baby,Female,Medium,StLouis,0.0
1300,Baby,Male,Medium,StLouis,0.0
1301,Baby,Male,Medium,StLouis,0.0
1302,Baby,Male,Medium,StLouis,0.0
1303,Baby,Male,Medium,StLouis,0.0
1304,Baby,Male,Medium,StLouis,0.0
1305,Baby,Female,Medium,StLouis,0.0
1306,Baby,Female,Medium,StLouis,0.0
1307,Baby,Female,Small,StLouis,0.0
1308,Baby,Female,Medium,StLouis,0.0
1309,Baby,Male,Large,StLouis,0.0
1310,Baby,Male,Small,StLouis,0.0
1311,Adult,Male,Small,StLouis,120.0
1312,Baby,Female,Medium,StLouis,520.0
1313,Baby,Female,Medium,StLouis,889.0
1314,Baby,Male,Medium,StLouis,0.0
1315,Young,Female,Medium,StLouis,1541.0
1316,Baby,Male,Medium,StLouis,522.0
1317,Young,Male,Small,StLouis,1347.0
1318,Young,Female,Medium,StLouis,436.0
1319,Young,Female,Medium,StLouis,0.0
1320,Baby,Male,Medium,StLouis,154.0
1321,Young,Female,Large,StLouis,159.0
1322,Young,Male,Medium,StLouis,1343.0
1323,Young,Male,Medium,StLouis,473.0
1324,Baby,Male,Medium,StLouis,317.0
1325,Baby,Female,Medium,StLouis,693.0
1326,Baby,Female,Medium,StLouis,148.0
1327,Young,Male,Small,StLouis,358.0
1328,Baby,Male,Medium,StLouis,233.0
1329,Baby,Male,Medium,StLouis,0.0
1330,Young,Male,Large,StLouis,0.0
1331,Adult,Female,Medium,StLouis,238.0
1332,Baby,Female,Medium,StLouis,29.0
1333,Baby,Female,Large,StLouis,1679.0
1334,Baby,Female,Large,StLouis,139.0
1335,Adult,Female,Small,StLouis,71.0
1336,Young,Male,Medium,StLouis,1598.0
1337,Senior,Male,Small,StLouis,91.0
